0.2505000  		  0.7924005
0.2505169  		  0.7924392
0.2505338  		  0.7924779
0.2505507  		  0.7912921
0.2505676  		  0.7913308
0.2505845  		  0.7919817
0.2506014  		  0.7914081
0.2506183  		  0.7920591
0.2506352  		  0.7920977
0.2506521  		  0.7915242
0.2506690  		  0.7927874
0.2506859  		  0.7916016
0.2507028  		  0.7916403
0.2507197  		  0.7916789
0.2507366  		  0.7880442
0.2507535  		  0.7880829
0.2507704  		  0.7917950
0.2507873  		  0.7918337
0.2508042  		  0.7924847
0.2508211  		  0.7925234
0.2508380  		  0.7919498
0.2508549  		  0.7926008
0.2508718  		  0.7926395
0.2508887  		  0.7920659
0.2509056  		  0.7933291
0.2509225  		  0.7921434
0.2509394  		  0.7921821
0.2509563  		  0.7928330
0.2509732  		  0.7928717
0.2509901  		  0.7929104
0.2510070  		  0.7935614
0.2510239  		  0.7936001
0.2510408  		  0.7936388
0.2510577  		  0.7936775
0.2510746  		  0.7937163
0.2510915  		  0.7937550
0.2511084  		  0.7925692
0.2511253  		  0.7926079
0.2511422  		  0.7938711
0.2511591  		  0.7939099
0.2511760  		  0.7939486
0.2511929  		  0.7939873
0.2512098  		  0.7940260
0.2512267  		  0.7940648
0.2512436  		  0.7941035
0.2512605  		  0.7941422
0.2512774  		  0.7941809
0.2512943  		  0.7936074
0.2513112  		  0.7930339
0.2513281  		  0.7936849
0.2513450  		  0.7937236
0.2513619  		  0.7931501
0.2513788  		  0.7944134
0.2513957  		  0.7932276
0.2514126  		  0.7932664
0.2514295  		  0.7945296
0.2514464  		  0.7933438
0.2514633  		  0.7933826
0.2514802  		  0.7934213
0.2514971  		  0.7897866
0.2515140  		  0.7898253
0.2515309  		  0.7935376
0.2515478  		  0.7935763
0.2515647  		  0.7936151
0.2515816  		  0.7942661
0.2515985  		  0.7936926
0.2516154  		  0.7943436
0.2516323  		  0.7943823
0.2516492  		  0.7938088
0.2516661  		  0.7944598
0.2516830  		  0.7938864
0.2516999  		  0.7939251
0.2517168  		  0.7951884
0.2517337  		  0.7952271
0.2517506  		  0.7952659
0.2517675  		  0.7959169
0.2517844  		  0.7953434
0.2518013  		  0.7953822
0.2518182  		  0.7960332
0.2518351  		  0.7954597
0.2518520  		  0.7954985
0.2518689  		  0.7955373
0.2518858  		  0.7943516
0.2519027  		  0.7943903
0.2519196  		  0.7956536
0.2519365  		  0.7956924
0.2519534  		  0.7957312
0.2519703  		  0.7957699
0.2519872  		  0.7958087
0.2520041  		  0.7958475
0.2520210  		  0.7952740
0.2520379  		  0.7959251
0.2520548  		  0.7959638
0.2520717  		  0.7947781
0.2520886  		  0.7948169
0.2521055  		  0.7954680
0.2521224  		  0.7948945
0.2521393  		  0.7949333
0.2521562  		  0.7961966
0.2521731  		  0.7950109
0.2521900  		  0.7950497
0.2522069  		  0.7963130
